Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Date,Hour,Minute,Time Period
2910,City,128,Cancelled,7/13/2016 6:12,,7/13/2016,6,12,Early Morning
492,City,129,Cancelled,11/7/2016 9:32,,11/7/2016,9,32,Morning
963,Airport,129,Cancelled,11/7/2016 18:44,,11/7/2016,18,44,Evening
1505,City,129,Cancelled,12/7/2016 5:39,,12/7/2016,5,39,Early Morning
2923,City,129,Cancelled,7/13/2016 6:23,,7/13/2016,6,23,Early Morning
4396,City,129,Cancelled,7/14/2016 7:55,,7/14/2016,7,55,Early Morning
5639,City,129,Cancelled,7/15/2016 6:44,,7/15/2016,6,44,Early Morning
6348,Airport,129,Cancelled,7/15/2016 18:50,,7/15/2016,18,50,Evening
253,City,130,Cancelled,11/7/2016 6:43,,11/7/2016,6,43,Early Morning
379,City,130,Cancelled,11/7/2016 8:18,,11/7/2016,8,18,Morning
463,City,130,Cancelled,11/7/2016 9:12,,11/7/2016,9,12,Morning
1848,City,130,Cancelled,12/7/2016 9:41,,12/7/2016,9,41,Morning
2897,City,130,Cancelled,7/13/2016 6:00,,7/13/2016,6,0,Early Morning
6398,Airport,130,Cancelled,7/15/2016 19:23,,7/15/2016,19,23,Night
229,City,131,Cancelled,11/7/2016 6:23,,11/7/2016,6,23,Early Morning
1683,City,131,Cancelled,12/7/2016 7:57,,12/7/2016,7,57,Early Morning
1728,City,131,Cancelled,12/7/2016 8:20,,12/7/2016,8,20,Morning
1777,City,131,Cancelled,12/7/2016 8:58,,12/7/2016,8,58,Morning
1868,City,131,Cancelled,12/7/2016 9:59,,12/7/2016,9,59,Morning
2801,City,131,Cancelled,7/13/2016 4:57,,7/13/2016,4,57,Early Morning
2920,City,131,Cancelled,7/13/2016 6:22,,7/13/2016,6,22,Early Morning
5849,City,131,Cancelled,7/15/2016 9:09,,7/15/2016,9,9,Morning
1738,City,132,Cancelled,12/7/2016 8:26,,12/7/2016,8,26,Morning
3107,City,132,Cancelled,7/13/2016 8:28,,7/13/2016,8,28,Morning
3359,Airport,132,Cancelled,7/13/2016 13:29,,7/13/2016,13,29,Afternoon
4021,City,132,Cancelled,7/13/2016 23:56,,7/13/2016,23,56,Night
4163,Airport,132,Cancelled,7/14/2016 5:08,,7/14/2016,5,8,Early Morning
4314,City,133,Cancelled,7/14/2016 6:51,,7/14/2016,6,51,Early Morning
5116,City,133,Cancelled,7/14/2016 20:08,,7/14/2016,20,8,Night
1114,Airport,134,Cancelled,11/7/2016 20:19,,11/7/2016,20,19,Night
5221,Airport,134,Cancelled,7/14/2016 21:01,,7/14/2016,21,1,Night
5643,City,134,Cancelled,7/15/2016 6:50,,7/15/2016,6,50,Early Morning
1742,City,135,Cancelled,12/7/2016 8:30,,12/7/2016,8,30,Morning
1979,Airport,135,Cancelled,12/7/2016 12:25,,12/7/2016,12,25,Afternoon
2860,City,135,Cancelled,7/13/2016 5:41,,7/13/2016,5,41,Early Morning
3206,City,135,Cancelled,7/13/2016 9:41,,7/13/2016,9,41,Morning
5475,City,135,Cancelled,7/15/2016 4:49,,7/15/2016,4,49,Early Morning
5710,City,135,Cancelled,7/15/2016 7:38,,7/15/2016,7,38,Early Morning
1555,Airport,136,Cancelled,12/7/2016 6:10,,12/7/2016,6,10,Early Morning
2672,City,136,Cancelled,12/7/2016 23:41,,12/7/2016,23,41,Night
3697,Airport,136,Cancelled,7/13/2016 19:49,,7/13/2016,19,49,Night
4928,Airport,136,Cancelled,7/14/2016 18:16,,7/14/2016,18,16,Evening
5663,City,136,Cancelled,7/15/2016 7:02,,7/15/2016,7,2,Early Morning
164,City,137,Cancelled,11/7/2016 5:40,,11/7/2016,5,40,Early Morning
2985,City,137,Cancelled,7/13/2016 7:05,,7/13/2016,7,5,Early Morning
3248,City,137,Cancelled,7/13/2016 10:17,,7/13/2016,10,17,Morning
3794,City,137,Cancelled,7/13/2016 20:54,,7/13/2016,20,54,Night
4834,Airport,137,Cancelled,7/14/2016 17:29,,7/14/2016,17,29,Evening
5517,City,137,Cancelled,7/15/2016 5:11,,7/15/2016,5,11,Early Morning
466,City,138,Cancelled,11/7/2016 9:14,,11/7/2016,9,14,Morning
1678,City,138,Cancelled,12/7/2016 7:39,,12/7/2016,7,39,Early Morning
1801,City,138,Cancelled,12/7/2016 9:18,,12/7/2016,9,18,Morning
1819,City,138,Cancelled,12/7/2016 9:25,,12/7/2016,9,25,Morning
3020,City,138,Cancelled,7/13/2016 7:30,,7/13/2016,7,30,Early Morning
3169,Airport,138,Cancelled,7/13/2016 9:13,,7/13/2016,9,13,Morning
3495,Airport,138,Cancelled,7/13/2016 17:32,,7/13/2016,17,32,Evening
4365,City,138,Cancelled,7/14/2016 7:28,,7/14/2016,7,28,Early Morning
4562,City,138,Cancelled,7/14/2016 9:48,,7/14/2016,9,48,Morning
1697,City,139,Cancelled,12/7/2016 7:59,,12/7/2016,7,59,Early Morning
1853,City,139,Cancelled,12/7/2016 9:51,,12/7/2016,9,51,Morning
2848,City,139,Cancelled,7/13/2016 5:36,,7/13/2016,5,36,Early Morning
4327,City,139,Cancelled,7/14/2016 7:07,,7/14/2016,7,7,Early Morning
4345,City,139,Cancelled,7/14/2016 7:22,,7/14/2016,7,22,Early Morning
4802,City,139,Cancelled,7/14/2016 17:07,,7/14/2016,17,7,Evening
1955,Airport,140,Cancelled,12/7/2016 11:47,,12/7/2016,11,47,Morning
3840,Airport,140,Cancelled,7/13/2016 21:33,,7/13/2016,21,33,Night
4183,City,140,Cancelled,7/14/2016 5:20,,7/14/2016,5,20,Early Morning
4465,City,140,Cancelled,7/14/2016 8:39,,7/14/2016,8,39,Morning
1795,City,141,Cancelled,12/7/2016 9:03,,12/7/2016,9,3,Morning
2049,Airport,141,Cancelled,12/7/2016 14:45,,12/7/2016,14,45,Afternoon
2811,City,141,Cancelled,7/13/2016 5:05,,7/13/2016,5,5,Early Morning
3171,Airport,141,Cancelled,7/13/2016 9:17,,7/13/2016,9,17,Morning
4557,City,141,Cancelled,7/14/2016 9:42,,7/14/2016,9,42,Morning
5538,City,141,Cancelled,7/15/2016 5:28,,7/15/2016,5,28,Early Morning
556,City,142,Cancelled,11/7/2016 10:11,,11/7/2016,10,11,Morning
1854,City,142,Cancelled,12/7/2016 9:47,,12/7/2016,9,47,Morning
1897,City,142,Cancelled,12/7/2016 10:23,,12/7/2016,10,23,Morning
2537,City,142,Cancelled,12/7/2016 21:13,,12/7/2016,21,13,Night
3053,City,142,Cancelled,7/13/2016 7:44,,7/13/2016,7,44,Early Morning
3050,City,142,Cancelled,7/13/2016 7:48,,7/13/2016,7,48,Early Morning
3110,City,142,Cancelled,7/13/2016 8:34,,7/13/2016,8,34,Morning
5524,City,142,Cancelled,7/15/2016 5:13,,7/15/2016,5,13,Early Morning
5714,City,142,Cancelled,7/15/2016 7:33,,7/15/2016,7,33,Early Morning
5783,City,142,Cancelled,7/15/2016 8:30,,7/15/2016,8,30,Morning
1982,City,143,Cancelled,12/7/2016 12:20,,12/7/2016,12,20,Afternoon
5251,Airport,143,Cancelled,7/14/2016 21:17,,7/14/2016,21,17,Night
85,City,144,Cancelled,11/7/2016 4:47,,11/7/2016,4,47,Early Morning
459,City,144,Cancelled,11/7/2016 9:17,,11/7/2016,9,17,Morning
1507,City,144,Cancelled,12/7/2016 5:44,,12/7/2016,5,44,Early Morning
4231,City,144,Cancelled,7/14/2016 5:56,,7/14/2016,5,56,Early Morning
4427,City,144,Cancelled,7/14/2016 8:22,,7/14/2016,8,22,Morning
5640,City,144,Cancelled,7/15/2016 6:42,,7/15/2016,6,42,Early Morning
317,City,145,Cancelled,11/7/2016 7:29,,11/7/2016,7,29,Early Morning
5581,City,145,Cancelled,7/15/2016 5:53,,7/15/2016,5,53,Early Morning
6288,City,145,Cancelled,7/15/2016 18:17,,7/15/2016,18,17,Evening
1267,City,146,Cancelled,11/7/2016 22:01,,11/7/2016,22,1,Night
2026,Airport,146,Cancelled,12/7/2016 14:00,,12/7/2016,14,0,Afternoon
2150,City,146,Cancelled,12/7/2016 17:16,,12/7/2016,17,16,Evening
2389,City,146,Cancelled,12/7/2016 19:52,,12/7/2016,19,52,Night
954,Airport,147,Cancelled,11/7/2016 18:35,,11/7/2016,18,35,Evening
2795,City,147,Cancelled,7/13/2016 4:55,,7/13/2016,4,55,Early Morning
4184,City,147,Cancelled,7/14/2016 5:19,,7/14/2016,5,19,Early Morning
4563,City,147,Cancelled,7/14/2016 9:46,,7/14/2016,9,46,Morning
774,Airport,148,Cancelled,11/7/2016 16:28,,11/7/2016,16,28,Evening
2777,City,148,Cancelled,7/13/2016 4:43,,7/13/2016,4,43,Early Morning
2891,City,148,Cancelled,7/13/2016 5:52,,7/13/2016,5,52,Early Morning
6377,City,148,Cancelled,7/15/2016 19:14,,7/15/2016,19,14,Night
1561,City,149,Cancelled,12/7/2016 6:14,,12/7/2016,6,14,Early Morning
1888,City,149,Cancelled,12/7/2016 10:12,,12/7/2016,10,12,Morning
4192,City,149,Cancelled,7/14/2016 5:25,,7/14/2016,5,25,Early Morning
4455,City,149,Cancelled,7/14/2016 8:33,,7/14/2016,8,33,Morning
4527,City,149,Cancelled,7/14/2016 9:27,,7/14/2016,9,27,Morning
4575,City,149,Cancelled,7/14/2016 9:54,,7/14/2016,9,54,Morning
1116,Airport,150,Cancelled,11/7/2016 20:25,,11/7/2016,20,25,Night
3061,City,150,Cancelled,7/13/2016 7:53,,7/13/2016,7,53,Early Morning
4431,City,150,Cancelled,7/14/2016 8:23,,7/14/2016,8,23,Morning
227,Airport,151,Cancelled,11/7/2016 6:20,,11/7/2016,6,20,Early Morning
1434,City,151,Cancelled,12/7/2016 4:43,,12/7/2016,4,43,Early Morning
3040,City,151,Cancelled,7/13/2016 7:41,,7/13/2016,7,41,Early Morning
4366,City,152,Cancelled,7/14/2016 7:29,,7/14/2016,7,29,Early Morning
4594,City,152,Cancelled,7/14/2016 10:07,,7/14/2016,10,7,Morning
358,City,153,Cancelled,11/7/2016 8:00,,11/7/2016,8,0,Morning
865,Airport,153,Cancelled,11/7/2016 17:58,,11/7/2016,17,58,Evening
4822,Airport,153,Cancelled,7/14/2016 17:20,,7/14/2016,17,20,Evening
5290,Airport,153,Cancelled,7/14/2016 21:50,,7/14/2016,21,50,Night
1202,Airport,154,Cancelled,11/7/2016 21:20,,11/7/2016,21,20,Night
2840,City,154,Cancelled,7/13/2016 5:26,,7/13/2016,5,26,Early Morning
5642,City,154,Cancelled,7/15/2016 6:51,,7/15/2016,6,51,Early Morning
5788,City,154,Cancelled,7/15/2016 8:32,,7/15/2016,8,32,Morning
5792,City,154,Cancelled,7/15/2016 8:38,,7/15/2016,8,38,Morning
1172,Airport,155,Cancelled,11/7/2016 20:49,,11/7/2016,20,49,Night
5860,City,155,Cancelled,7/15/2016 9:13,,7/15/2016,9,13,Morning
1245,Airport,156,Cancelled,11/7/2016 21:41,,11/7/2016,21,41,Night
1544,City,157,Cancelled,12/7/2016 6:04,,12/7/2016,6,4,Early Morning
4287,City,157,Cancelled,7/14/2016 6:33,,7/14/2016,6,33,Early Morning
4308,City,157,Cancelled,7/14/2016 6:48,,7/14/2016,6,48,Early Morning
5577,City,157,Cancelled,7/15/2016 5:55,,7/15/2016,5,55,Early Morning
5760,City,157,Cancelled,7/15/2016 8:14,,7/15/2016,8,14,Morning
5855,City,157,Cancelled,7/15/2016 9:06,,7/15/2016,9,6,Morning
76,City,158,Cancelled,11/7/2016 4:45,,11/7/2016,4,45,Early Morning
366,City,158,Cancelled,11/7/2016 8:04,,11/7/2016,8,4,Morning
371,City,158,Cancelled,11/7/2016 8:07,,11/7/2016,8,7,Morning
3564,Airport,158,Cancelled,7/13/2016 18:18,,7/13/2016,18,18,Evening
181,City,159,Cancelled,11/7/2016 5:46,,11/7/2016,5,46,Early Morning
1503,City,159,Cancelled,12/7/2016 5:39,,12/7/2016,5,39,Early Morning
1863,City,159,Cancelled,12/7/2016 9:55,,12/7/2016,9,55,Morning
175,City,160,Cancelled,11/7/2016 5:45,,11/7/2016,5,45,Early Morning
1749,City,160,Cancelled,12/7/2016 8:33,,12/7/2016,8,33,Morning
2781,City,160,Cancelled,7/13/2016 4:42,,7/13/2016,4,42,Early Morning
319,City,161,Cancelled,11/7/2016 7:33,,11/7/2016,7,33,Early Morning
439,City,161,Cancelled,11/7/2016 8:55,,11/7/2016,8,55,Morning
4201,City,162,Cancelled,7/14/2016 5:32,,7/14/2016,5,32,Early Morning
736,City,163,Cancelled,11/7/2016 15:27,,11/7/2016,15,27,Afternoon
929,Airport,163,Cancelled,11/7/2016 18:24,,11/7/2016,18,24,Evening
1793,City,163,Cancelled,12/7/2016 9:13,,12/7/2016,9,13,Morning
5926,City,163,Cancelled,7/15/2016 10:05,,7/15/2016,10,5,Morning
345,City,164,Cancelled,11/7/2016 7:52,,11/7/2016,7,52,Early Morning
1051,Airport,164,Cancelled,11/7/2016 19:44,,11/7/2016,19,44,Night
3213,City,164,Cancelled,7/13/2016 9:44,,7/13/2016,9,44,Morning
3841,Airport,164,Cancelled,7/13/2016 21:33,,7/13/2016,21,33,Night
4168,City,164,Cancelled,7/14/2016 5:05,,7/14/2016,5,5,Early Morning
4657,Airport,164,Cancelled,7/14/2016 12:00,,7/14/2016,12,0,Afternoon
5272,City,164,Cancelled,7/14/2016 21:30,,7/14/2016,21,30,Night
5765,City,164,Cancelled,7/15/2016 8:18,,7/15/2016,8,18,Morning
261,City,165,Cancelled,11/7/2016 6:42,,11/7/2016,6,42,Early Morning
525,City,165,Cancelled,11/7/2016 9:52,,11/7/2016,9,52,Morning
1500,City,165,Cancelled,12/7/2016 5:32,,12/7/2016,5,32,Early Morning
1640,City,165,Cancelled,12/7/2016 7:18,,12/7/2016,7,18,Early Morning
2885,City,165,Cancelled,7/13/2016 5:54,,7/13/2016,5,54,Early Morning
4386,City,165,Cancelled,7/14/2016 7:48,,7/14/2016,7,48,Early Morning
1190,Airport,166,Cancelled,11/7/2016 21:13,,11/7/2016,21,13,Night
1549,City,166,Cancelled,12/7/2016 6:02,,12/7/2016,6,2,Early Morning
2834,City,166,Cancelled,7/13/2016 5:22,,7/13/2016,5,22,Early Morning
2862,City,166,Cancelled,7/13/2016 5:41,,7/13/2016,5,41,Early Morning
3054,City,166,Cancelled,7/13/2016 7:48,,7/13/2016,7,48,Early Morning
3405,Airport,166,Cancelled,7/13/2016 15:13,,7/13/2016,15,13,Afternoon
4153,City,166,Cancelled,7/14/2016 4:59,,7/14/2016,4,59,Early Morning
5424,City,166,Cancelled,7/15/2016 2:13,,7/15/2016,2,13,Late Night
6561,Airport,166,Cancelled,7/15/2016 21:08,,7/15/2016,21,8,Night
1623,City,167,Cancelled,12/7/2016 6:58,,12/7/2016,6,58,Early Morning
2061,City,167,Cancelled,12/7/2016 15:05,,12/7/2016,15,5,Afternoon
3183,City,167,Cancelled,7/13/2016 9:20,,7/13/2016,9,20,Morning
240,City,168,Cancelled,11/7/2016 6:29,,11/7/2016,6,29,Early Morning
1011,Airport,168,Cancelled,11/7/2016 19:08,,11/7/2016,19,8,Night
1755,City,168,Cancelled,12/7/2016 8:40,,12/7/2016,8,40,Morning
1893,City,168,Cancelled,12/7/2016 10:17,,12/7/2016,10,17,Morning
177,City,169,Cancelled,11/7/2016 5:48,,11/7/2016,5,48,Early Morning
1162,Airport,169,Cancelled,11/7/2016 20:43,,11/7/2016,20,43,Night
1456,City,169,Cancelled,12/7/2016 4:56,,12/7/2016,4,56,Early Morning
1472,City,169,Cancelled,12/7/2016 5:08,,12/7/2016,5,8,Early Morning
3024,City,169,Cancelled,7/13/2016 7:32,,7/13/2016,7,32,Early Morning
903,City,170,Cancelled,11/7/2016 18:14,,11/7/2016,18,14,Evening
1969,Airport,170,Cancelled,12/7/2016 12:07,,12/7/2016,12,7,Afternoon
3457,Airport,170,Cancelled,7/13/2016 17:00,,7/13/2016,17,0,Evening
4567,City,170,Cancelled,7/14/2016 9:46,,7/14/2016,9,46,Morning
4696,Airport,170,Cancelled,7/14/2016 13:05,,7/14/2016,13,5,Afternoon
4695,City,170,Cancelled,7/14/2016 13:10,,7/14/2016,13,10,Afternoon
77,City,171,Cancelled,11/7/2016 4:46,,11/7/2016,4,46,Early Morning
3118,City,171,Cancelled,7/13/2016 8:38,,7/13/2016,8,38,Morning
3329,Airport,171,Cancelled,7/13/2016 12:24,,7/13/2016,12,24,Afternoon
4403,City,171,Cancelled,7/14/2016 8:01,,7/14/2016,8,1,Morning
4406,City,171,Cancelled,7/14/2016 8:02,,7/14/2016,8,2,Morning
1828,City,172,Cancelled,12/7/2016 9:33,,12/7/2016,9,33,Morning
3084,City,172,Cancelled,7/13/2016 8:12,,7/13/2016,8,12,Morning
3890,Airport,172,Cancelled,7/13/2016 22:01,,7/13/2016,22,1,Night
4410,City,172,Cancelled,7/14/2016 8:06,,7/14/2016,8,6,Morning
127,City,173,Cancelled,11/7/2016 5:10,,11/7/2016,5,10,Early Morning
3355,Airport,173,Cancelled,7/13/2016 13:26,,7/13/2016,13,26,Afternoon
86,City,174,Cancelled,11/7/2016 4:51,,11/7/2016,4,51,Early Morning
550,City,174,Cancelled,11/7/2016 10:04,,11/7/2016,10,4,Morning
2275,City,175,Cancelled,12/7/2016 18:34,,12/7/2016,18,34,Evening
4399,City,175,Cancelled,7/14/2016 8:02,,7/14/2016,8,2,Morning
5598,City,175,Cancelled,7/15/2016 6:13,,7/15/2016,6,13,Early Morning
293,City,176,Cancelled,11/7/2016 7:07,,11/7/2016,7,7,Early Morning
355,City,176,Cancelled,11/7/2016 7:54,,11/7/2016,7,54,Early Morning
683,Airport,176,Cancelled,11/7/2016 13:40,,11/7/2016,13,40,Afternoon
1490,City,176,Cancelled,12/7/2016 5:21,,12/7/2016,5,21,Early Morning
1796,City,176,Cancelled,12/7/2016 9:06,,12/7/2016,9,6,Morning
4529,City,176,Cancelled,7/14/2016 9:30,,7/14/2016,9,30,Morning
4536,City,176,Cancelled,7/14/2016 9:39,,7/14/2016,9,39,Morning
433,City,177,Cancelled,11/7/2016 8:57,,11/7/2016,8,57,Morning
1607,City,177,Cancelled,12/7/2016 6:41,,12/7/2016,6,41,Early Morning
3189,City,177,Cancelled,7/13/2016 9:32,,7/13/2016,9,32,Morning
4128,City,177,Cancelled,7/14/2016 4:42,,7/14/2016,4,42,Early Morning
4197,City,177,Cancelled,7/14/2016 5:27,,7/14/2016,5,27,Early Morning
4524,City,177,Cancelled,7/14/2016 9:26,,7/14/2016,9,26,Morning
5871,City,177,Cancelled,7/15/2016 9:23,,7/15/2016,9,23,Morning
5912,City,177,Cancelled,7/15/2016 10:00,,7/15/2016,10,0,Morning
2466,Airport,178,Cancelled,12/7/2016 20:34,,12/7/2016,20,34,Night
2886,City,178,Cancelled,7/13/2016 6:01,,7/13/2016,6,1,Early Morning
5225,City,178,Cancelled,7/14/2016 21:06,,7/14/2016,21,6,Night
6505,City,178,Cancelled,7/15/2016 20:35,,7/15/2016,20,35,Night
2785,City,179,Cancelled,7/13/2016 4:50,,7/13/2016,4,50,Early Morning
2806,City,179,Cancelled,7/13/2016 5:00,,7/13/2016,5,0,Early Morning
4459,City,179,Cancelled,7/14/2016 8:37,,7/14/2016,8,37,Morning
5653,City,179,Cancelled,7/15/2016 6:58,,7/15/2016,6,58,Early Morning
1650,City,180,Cancelled,12/7/2016 7:14,,12/7/2016,7,14,Early Morning
3745,Airport,180,Cancelled,7/13/2016 20:27,,7/13/2016,20,27,Night
4796,Airport,180,Cancelled,7/14/2016 16:54,,7/14/2016,16,54,Evening
2119,City,181,Cancelled,12/7/2016 16:41,,12/7/2016,16,41,Evening
3013,City,181,Cancelled,7/13/2016 7:31,,7/13/2016,7,31,Early Morning
3126,City,181,Cancelled,7/13/2016 8:43,,7/13/2016,8,43,Morning
4235,City,181,Cancelled,7/14/2016 5:51,,7/14/2016,5,51,Early Morning
105,City,182,Cancelled,11/7/2016 4:58,,11/7/2016,4,58,Early Morning
1747,City,182,Cancelled,12/7/2016 8:27,,12/7/2016,8,27,Morning
4134,City,182,Cancelled,7/14/2016 4:45,,7/14/2016,4,45,Early Morning
217,City,183,Cancelled,11/7/2016 6:12,,11/7/2016,6,12,Early Morning
4478,City,183,Cancelled,7/14/2016 8:44,,7/14/2016,8,44,Morning
5248,City,183,Cancelled,7/14/2016 21:18,,7/14/2016,21,18,Night
6032,Airport,183,Cancelled,7/15/2016 13:00,,7/15/2016,13,0,Afternoon
4206,City,184,Cancelled,7/14/2016 5:34,,7/14/2016,5,34,Early Morning
4387,City,184,Cancelled,7/14/2016 7:54,,7/14/2016,7,54,Early Morning
113,City,185,Cancelled,11/7/2016 5:09,,11/7/2016,5,9,Early Morning
1558,City,185,Cancelled,12/7/2016 6:13,,12/7/2016,6,13,Early Morning
2180,Airport,185,Cancelled,12/7/2016 17:42,,12/7/2016,17,42,Evening
3661,Airport,185,Cancelled,7/13/2016 19:28,,7/13/2016,19,28,Night
378,City,186,Cancelled,11/7/2016 8:08,,11/7/2016,8,8,Morning
790,Airport,186,Cancelled,11/7/2016 16:56,,11/7/2016,16,56,Evening
1700,City,186,Cancelled,12/7/2016 7:58,,12/7/2016,7,58,Early Morning
3788,Airport,186,Cancelled,7/13/2016 20:50,,7/13/2016,20,50,Night
480,City,187,Cancelled,11/7/2016 9:26,,11/7/2016,9,26,Morning
1632,City,187,Cancelled,12/7/2016 7:06,,12/7/2016,7,6,Early Morning
3101,City,187,Cancelled,7/13/2016 8:28,,7/13/2016,8,28,Morning
5706,City,187,Cancelled,7/15/2016 7:38,,7/15/2016,7,38,Early Morning
5772,City,188,Cancelled,7/15/2016 8:22,,7/15/2016,8,22,Morning
129,City,189,Cancelled,11/7/2016 5:10,,11/7/2016,5,10,Early Morning
3119,City,189,Cancelled,7/13/2016 8:35,,7/13/2016,8,35,Morning
3228,City,189,Cancelled,7/13/2016 9:58,,7/13/2016,9,58,Morning
1569,City,190,Cancelled,12/7/2016 6:21,,12/7/2016,6,21,Early Morning
1820,City,190,Cancelled,12/7/2016 9:24,,12/7/2016,9,24,Morning
1840,City,190,Cancelled,12/7/2016 9:37,,12/7/2016,9,37,Morning
4323,City,190,Cancelled,7/14/2016 7:00,,7/14/2016,7,0,Early Morning
4346,City,190,Cancelled,7/14/2016 7:21,,7/14/2016,7,21,Early Morning
5785,City,190,Cancelled,7/15/2016 8:32,,7/15/2016,8,32,Morning
6400,City,190,Cancelled,7/15/2016 19:18,,7/15/2016,19,18,Night
224,City,191,Cancelled,11/7/2016 6:17,,11/7/2016,6,17,Early Morning
5913,City,191,Cancelled,7/15/2016 9:58,,7/15/2016,9,58,Morning
1833,City,192,Cancelled,12/7/2016 9:34,,12/7/2016,9,34,Morning
2902,City,192,Cancelled,7/13/2016 5:59,,7/13/2016,5,59,Early Morning
4239,City,192,Cancelled,7/14/2016 5:56,,7/14/2016,5,56,Early Morning
265,City,193,Cancelled,11/7/2016 6:47,,11/7/2016,6,47,Early Morning
833,Airport,193,Cancelled,11/7/2016 17:37,,11/7/2016,17,37,Evening
3249,City,193,Cancelled,7/13/2016 10:13,,7/13/2016,10,13,Morning
4226,City,193,Cancelled,7/14/2016 5:46,,7/14/2016,5,46,Early Morning
5867,City,193,Cancelled,7/15/2016 9:19,,7/15/2016,9,19,Morning
684,City,194,Cancelled,11/7/2016 13:32,,11/7/2016,13,32,Afternoon
718,City,194,Cancelled,11/7/2016 14:51,,11/7/2016,14,51,Afternoon
4145,City,194,Cancelled,7/14/2016 4:56,,7/14/2016,4,56,Early Morning
5489,City,194,Cancelled,7/15/2016 4:52,,7/15/2016,4,52,Early Morning
5651,City,194,Cancelled,7/15/2016 7:00,,7/15/2016,7,0,Early Morning
290,City,195,Cancelled,11/7/2016 7:13,,11/7/2016,7,13,Early Morning
1030,Airport,195,Cancelled,11/7/2016 19:14,,11/7/2016,19,14,Night
3062,City,195,Cancelled,7/13/2016 7:50,,7/13/2016,7,50,Early Morning
5635,City,195,Cancelled,7/15/2016 6:43,,7/15/2016,6,43,Early Morning
5828,City,195,Cancelled,7/15/2016 9:00,,7/15/2016,9,0,Morning
2823,City,196,Cancelled,7/13/2016 5:15,,7/13/2016,5,15,Early Morning
4558,City,196,Cancelled,7/14/2016 9:51,,7/14/2016,9,51,Morning
5494,City,196,Cancelled,7/15/2016 4:56,,7/15/2016,4,56,Early Morning
5501,City,196,Cancelled,7/15/2016 5:07,,7/15/2016,5,7,Early Morning
526,City,197,Cancelled,11/7/2016 9:46,,11/7/2016,9,46,Morning
1887,City,197,Cancelled,12/7/2016 10:08,,12/7/2016,10,8,Morning
2944,City,197,Cancelled,7/13/2016 6:33,,7/13/2016,6,33,Early Morning
4413,City,197,Cancelled,7/14/2016 8:07,,7/14/2016,8,7,Morning
4420,City,197,Cancelled,7/14/2016 8:13,,7/14/2016,8,13,Morning
5486,City,197,Cancelled,7/15/2016 4:51,,7/15/2016,4,51,Early Morning
6010,City,197,Cancelled,7/15/2016 12:25,,7/15/2016,12,25,Afternoon
277,City,198,Cancelled,11/7/2016 6:59,,11/7/2016,6,59,Early Morning
2148,City,198,Cancelled,12/7/2016 17:22,,12/7/2016,17,22,Evening
2802,City,198,Cancelled,7/13/2016 4:51,,7/13/2016,4,51,Early Morning
4445,City,198,Cancelled,7/14/2016 8:36,,7/14/2016,8,36,Morning
546,City,199,Cancelled,11/7/2016 10:04,,11/7/2016,10,4,Morning
1115,Airport,199,Cancelled,11/7/2016 20:23,,11/7/2016,20,23,Night
3177,City,199,Cancelled,7/13/2016 9:13,,7/13/2016,9,13,Morning
5587,City,199,Cancelled,7/15/2016 5:58,,7/15/2016,5,58,Early Morning
5628,City,199,Cancelled,7/15/2016 6:34,,7/15/2016,6,34,Early Morning
6173,City,199,Cancelled,7/15/2016 16:45,,7/15/2016,16,45,Evening
383,City,200,Cancelled,11/7/2016 8:21,,11/7/2016,8,21,Morning
749,Airport,200,Cancelled,11/7/2016 15:48,,11/7/2016,15,48,Afternoon
5733,City,200,Cancelled,7/15/2016 7:51,,7/15/2016,7,51,Early Morning
18,City,201,Cancelled,11/7/2016 1:16,,11/7/2016,1,16,Late Night
2125,Airport,201,Cancelled,12/7/2016 16:52,,12/7/2016,16,52,Evening
5522,City,201,Cancelled,7/15/2016 5:21,,7/15/2016,5,21,Early Morning
5895,City,201,Cancelled,7/15/2016 9:49,,7/15/2016,9,49,Morning
192,City,202,Cancelled,11/7/2016 5:56,,11/7/2016,5,56,Early Morning
1469,City,202,Cancelled,12/7/2016 5:05,,12/7/2016,5,5,Early Morning
1486,City,202,Cancelled,12/7/2016 5:20,,12/7/2016,5,20,Early Morning
2971,City,202,Cancelled,7/13/2016 6:53,,7/13/2016,6,53,Early Morning
4331,City,202,Cancelled,7/14/2016 7:10,,7/14/2016,7,10,Early Morning
1739,City,203,Cancelled,12/7/2016 8:30,,12/7/2016,8,30,Morning
5679,City,203,Cancelled,7/15/2016 7:09,,7/15/2016,7,9,Early Morning
5750,City,203,Cancelled,7/15/2016 8:03,,7/15/2016,8,3,Morning
5856,City,203,Cancelled,7/15/2016 9:08,,7/15/2016,9,8,Morning
6033,Airport,203,Cancelled,7/15/2016 12:55,,7/15/2016,12,55,Afternoon
119,City,204,Cancelled,11/7/2016 5:10,,11/7/2016,5,10,Early Morning
641,City,204,Cancelled,11/7/2016 12:31,,11/7/2016,12,31,Afternoon
3144,City,204,Cancelled,7/13/2016 8:55,,7/13/2016,8,55,Morning
3404,Airport,204,Cancelled,7/13/2016 15:18,,7/13/2016,15,18,Afternoon
4185,City,204,Cancelled,7/14/2016 5:16,,7/14/2016,5,16,Early Morning
5918,City,204,Cancelled,7/15/2016 10:01,,7/15/2016,10,1,Morning
